course_code,course_name,description,credits,department,prerequisites,semester,year,time_slots,max_capacity,current_enrollment
CS464,Topics in Societal and Ethical Impacts of Computer Technology,"Topics selected from key current areas of impact of computer technology on aspects of society and ethics such as: freedom versus the rule of law in cyberspace; social discourse; privacy; livelihoods and automation; fairness; security; political change; business models; technology divide. 3 undergraduate hours. No graduate credit. May be repeated if topics vary. Credit is not given towards a degree from multiple offerings of this course, if those offerings have significant overlap, as determined by the CS department. Prerequisite: CS 225. One of CS 210 or CS 211 or ECE 316 or PHIL 316. One of CS 361 or STAT 400 or STAT 200. Restricted to students with senior standing.",3,CS,[],Spring,2025,"[{""day"": ""Tuesday"", ""start_time"": ""12:30 PM"", ""end_time"": ""01:45 PM"", ""room"": ""Siebel Center for Comp Sci 218""}]",50,0
CS468,Tech and Advertising Campaigns,Same as ADV 492. See ADV 492.,3,CS,[],Spring,2025,"[{""day"": ""Monday"", ""start_time"": ""09:00 AM"", ""end_time"": ""10:50 AM"", ""room"": ""Gregory Hall 31""}, {""day"": ""Wednesday"", ""start_time"": ""09:00 AM"", ""end_time"": ""10:50 AM"", ""room"": ""Gregory Hall 31""}]",50,0
CS473,Algorithms,"Design and analysis techniques, approximation algorithms, randomized algorithms and amortized analysis, and advanced topics such as network flow, linear programming, and dynamic data structures, among others. Same as CSE 414 and MATH 473. 4 undergraduate hours. 4 graduate hours. Prerequisite: CS 374 or ECE 374, and one of CS 361, STAT 361, ECE 313, MATH 362, MATH 461, MATH 463 or STAT 400.",3,CS,[],Spring,2025,"[{""day"": ""Wednesday"", ""start_time"": ""12:30 PM"", ""end_time"": ""01:45 PM"", ""room"": ""Digital Computer Laboratory 1310""}, {""day"": ""Friday"", ""start_time"": ""12:30 PM"", ""end_time"": ""01:45 PM"", ""room"": ""Digital Computer Laboratory 1310""}]",50,0
CS477,Formal Software Development Methods,"Mathematical models, languages, and methods for software specification, development, and verification. Same as ECE 478. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: CS 225; one of CS 374, ECE 374 or MATH 414.",3,CS,[],Spring,2025,"[{""day"": ""Tuesday"", ""start_time"": ""12:30 PM"", ""end_time"": ""01:45 PM"", ""room"": ""Digital Computer Laboratory 1310""}]",50,0
CS482,Simulation,Same as IE 413. See IE 413.,3,CS,[],Spring,2025,"[{""day"": ""Wednesday"", ""start_time"": ""04:00 PM"", ""end_time"": ""04:50 PM"", ""room"": ""Digital Computer Laboratory 1310""}]",50,0
CS483,Applied Parallel Programming,Same as CSE 408 and ECE 408. See ECE 408.,3,CS,[],Spring,2025,[],50,0
CS491,Seminar,"Seminar on topics of current interest as announced in the Class Schedule. 0 to 4 undergraduate hours. 0 to 4 graduate hours. Approved for S/U grading only. May be repeated in the same or separate terms if topics vary to a maximum of 4 hours. Prerequisite: As specified for each topic offering, see Class Schedule or departmental course description.",3,CS,[],Spring,2025,"[{""day"": ""Monday"", ""start_time"": ""02:00 PM"", ""end_time"": ""02:50 PM"", ""room"": ""Everitt Laboratory 2310""}, {""day"": ""Wednesday"", ""start_time"": ""02:00 PM"", ""end_time"": ""02:50 PM"", ""room"": ""Everitt Laboratory 2310""}, {""day"": ""Friday"", ""start_time"": ""02:00 PM"", ""end_time"": ""02:50 PM"", ""room"": ""Everitt Laboratory 2310""}]",50,0
CS493,"Senior Project II, ACP",Continuation of CS 492. Identical to CS 494 except for an additional writing component. See CS 494. 3 undergraduate hours. No graduate credit. Credit is not given for both CS 493 and a project course in another engineering department for the same project. Prerequisite: CS 492.,3,CS,[],Spring,2025,"[{""day"": ""Friday"", ""start_time"": ""11:00 AM"", ""end_time"": ""11:50 AM"", ""room"": ""Siebel Center for Comp Sci 220""}]",50,0
CS494,Senior Project II,Continuation of CS 492. 3 undergraduate hours. No graduate credit. Credit is not given for both CS 494 and a project course in another engineering department for the same project. Prerequisite: CS 492.,3,CS,[],Spring,2025,"[{""day"": ""Friday"", ""start_time"": ""11:00 AM"", ""end_time"": ""11:50 AM"", ""room"": ""Siebel Center for Comp Sci 220""}]",50,0
CS497,CS Team Project,"Student teams work with CS faculty to complete a significant project requiring advanced knowledge of CS principles. Project topics vary. 1 to 3 undergraduate hours. No graduate credit. May be repeated in the same term up to 6 hours, if topics vary; may be repeated in separate terms. Prerequisite: For majors only; junior or senior standing required.",3,CS,[],Spring,2025,[],50,0
CS498,Special Topics,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. 1 to 4 undergraduate hours. 1 to 4 graduate hours. May be repeated in the same or separate terms if topics vary.,3,CS,[],Spring,2025,[],50,0
CS499,Senior Thesis,"Research and thesis development experience in computer science under guidance of a faculty member. Literature search, oral presentation, analysis and implementation, paper preparation, and completion of a written thesis. 3 undergraduate hours. No graduate credit. May be repeated to a maximum of 6 hours. Prerequisite: Consent of instructor.",3,CS,[],Spring,2025,[],50,0
CS500,Current Topics in Computing Education Research,"Current research topics and theories in Computers and Education with an emphasis on learning theories such as constructivism, behaviorism, cognitivism, knowledge-in-pieces, test-potentiated learning, and transfer of learning. These theories will be applied to understanding how students learn computing topics such as programming and theoretical computing. These topics will be applied through the design of ethically responsible educational research studies. The course will culminate in students writing a research proposal or conference-style research paper based upon pilot data. 4 graduate hours. No professional credit. May be repeated if topics vary. Credit towards a degree from multiple offerings of this course is not given if those offerings have significant overlap, as determined by the CS department.",3,CS,[],Spring,2025,"[{""day"": ""Wednesday"", ""start_time"": ""11:00 AM"", ""end_time"": ""12:15 PM"", ""room"": ""Siebel Center for Comp Sci 1214""}, {""day"": ""Friday"", ""start_time"": ""11:00 AM"", ""end_time"": ""12:15 PM"", ""room"": ""Siebel Center for Comp Sci 1214""}]",50,0
CS510,Advanced Information Retrieval,"Advanced concepts, models, and algorithms in information retrieval and major recent developments in the field, including historical milestones in information retrieval research, evaluation methodology, vector space retrieval model, probabilistic retrieval models, learning to rank algorithms, probabilistic topic models, information retrieval systems, text analytics, and topics of research frontiers in information retrieval. 4 graduate hours. No professional credit. Prerequisite: One of CS 410, CS 412, CS 446, ECE 449 or LING 406.",3,CS,[],Spring,2025,"[{""day"": ""Tuesday"", ""start_time"": ""09:30 AM"", ""end_time"": ""10:45 AM"", ""room"": ""Digital Computer Laboratory 1310""}]",50,0
CS514,Advanced Topics in Network Science,"We shall discuss classic and recent research in network analysis. Advanced topics include individual decision-making models, game theory, mechanism design, social choice, social signal design, diffusion of behavior on a network, choice architecture, network models, network mining algorithms and applications. 4 graduate hours. No professional credit. May be repeated if topics vary. Credit is not given towards a degree from multiple offerings of this course, if those offerings have significant overlap, as determined by the CS department. Prerequisite: CS 412; one of CS 446 or ECE 449. Additional prerequisites or corequisites may be specified each term. See section information.",3,CS,[],Spring,2025,"[{""day"": ""Wednesday"", ""start_time"": ""12:30 PM"", ""end_time"": ""01:45 PM"", ""room"": ""Illini Center ARR""}]",50,0
CS521,Advanced Topics in Programming Systems,"Advanced topics in building and verifying software systems, selected from areas of current research such as: model checking and automated verification, testing and automated test generation, program synthesis, runtime verification, machine learning and its applications in the design of verified systems, formal analysis of machine learning algorithms, principles of programming languages and type systems. 4 graduate hours. No professional credit. May be repeated if topics vary. Credit is not given towards a degree from multiple offerings of this course if those offerings have significant overlap, as determined by the CS department. Prerequisite: CS 374 or ECE 374; CS 421. Additional prerequisites or corequisites may be specified each term. See section information.",3,CS,[],Spring,2025,"[{""day"": ""Friday"", ""start_time"": ""03:30 PM"", ""end_time"": ""04:45 PM"", ""room"": ""Illini Center ARR""}]",50,0
CS523,Advanced Operating Systems,"Advanced concepts in operating system design and coverage of recent research directions. Resource management for parallel and distributed systems. Interaction between operating system design and computer architectures. Process management, virtual memory, interprocess communication, context switching, parallel and distributed file system designs, persistent objects, process and data migration, load balancing, security, protection. Term projects. 4 graduate hours. No professional credit. Prerequisite: One of CS 423 or CSE 423; one of CS 425 or ECE 428; and one of CS 433 or CSE 422.",3,CS,[],Spring,2025,"[{""day"": ""Wednesday"", ""start_time"": ""12:30 PM"", ""end_time"": ""01:45 PM"", ""room"": ""Everitt Laboratory 2101""}, {""day"": ""Friday"", ""start_time"": ""12:30 PM"", ""end_time"": ""01:45 PM"", ""room"": ""Everitt Laboratory 2101""}]",50,0
CS524,Concurrent Progrmg Languages,"Theory of concurrency and concurrent programming languages. Formal models of concurrent computation such as process algebras, nets, and actors; high level concurrent programming languages and their operational semantics; methods for reasoning about correctness and complexity of concurrent programs. 4 graduate hours. No professional credit. Prerequisite: CS 422; one of CS 475, MATH 475 or CS 476.",3,CS,[],Spring,2025,"[{""day"": ""Tuesday"", ""start_time"": ""03:30 PM"", ""end_time"": ""04:45 PM"", ""room"": ""Siebel Center for Comp Sci 1214""}]",50,0
CS525,Advanced Distributed Systems,"Peer-to-peer systems, sensor networks, and fundamental theoretical distributed computing. Review of classical work in each area, and application of design methodologies to explore overlaps across them. Emphasis on protocol design, systems issues, and theory. Reading selections are roughly two-third classical to one-third contemporary. Students write critiques, make presentations, and create a conference paper in a systematic manner. 4 graduate hours. No professional credit. Prerequisite: One of CS 423, CSE 423, CS 425, ECE 428, CS 438 or ECE 438.",3,CS,[],Spring,2025,"[{""day"": ""Wednesday"", ""start_time"": ""11:00 AM"", ""end_time"": ""12:15 PM"", ""room"": ""Campus Instructional Facility 3025""}, {""day"": ""Friday"", ""start_time"": ""11:00 AM"", ""end_time"": ""12:15 PM"", ""room"": ""Campus Instructional Facility 3025""}]",50,0
CS526,Advanced Compiler Construction,"Incremental and interactive compiling, error correction, code optimization, models of code generators. Prerequisite: CS 426.",3,CS,[],Spring,2025,"[{""day"": ""Tuesday"", ""start_time"": ""12:30 PM"", ""end_time"": ""01:45 PM"", ""room"": ""Engineering Hall 106B6""}]",50,0
CS533,Parallel Computer Architecture,Theoretical aspects of parallel and pipeline computation; time and processor bounds on classes of computations; data alignment network speed and cost bounds; conflict-free access memories; overall computer system ideas. Same as CSE 522. 4 graduate hours. No professional credit. Prerequisite: CS 433 or CSE 422.,3,CS,[],Spring,2025,"[{""day"": ""Tuesday"", ""start_time"": ""09:30 AM"", ""end_time"": ""10:45 AM"", ""room"": ""Siebel Center for Comp Sci 1214""}]",50,0
CS534,Advanced Topics in Computer Architecture,"Current topics in computer architecture, selected from areas of current research such as: energy efficiency, processing in memory, cloud computing, 3-D architectures, security and privacy, hardware and software resiliency, cross-stack design, heterogeneous platforms, approximate computing, mobile computing, machine learning accelerators, and novel computing technologies. 4 graduate hours. No professional credit. May be repeated, if topics vary. Credit is not given towards a degree from multiple offerings of this course, if those offerings have significant overlap, as determined by the CS department. Prerequisite: CS 433 or CSE 422. Additional prerequisites or co-requisites may be specified each term. See Class Schedule information.",3,CS,[],Spring,2025,[],50,0
CS538,Advanced Computer Networks,"Advanced concepts in computer networks, including congestion control, quality of service, naming, routing, wireless networks, Internet architecture, measurement, network security, and selected recent research directions. 4 graduate hours. No professional credit. Prerequisite: CS 438 or ECE 438.",3,CS,[],Spring,2025,"[{""day"": ""Tuesday"", ""start_time"": ""11:00 AM"", ""end_time"": ""12:15 PM"", ""room"": ""Campus Instructional Facility 2039""}]",50,0
CS555,Numerical Methods for PDEs,"Numerical techniques for initial and boundary value problems in partial differential equations. Finite difference and finite element discretization techniques, direct and iterative solution methods for discrete problems, and programming techniques and usage of software packages. Same as CSE 510 and MATH 552. 4 graduate hours. No professional credit. Prerequisite: CS 450, CSE 401, ECE 491, MATH 450 or CS 457.",3,CS,[],Spring,2025,"[{""day"": ""Tuesday"", ""start_time"": ""12:30 PM"", ""end_time"": ""01:45 PM"", ""room"": ""Campus Instructional Facility 1035""}]",50,0
CS563,Advanced Computer Security,"Current research trends in computer and network security. Privacy, tamper-resistance, unwanted traffic, monitoring and surveillance, and critical infrastructure protection. Subtopics will vary depending upon current research trends. Students work in teams in close coordination with the course instructor to develop one of the topics in depth by carrying out background research and an exploratory project. Same as ECE 524. 4 graduate hours. No professional credit. Prerequisite: One of CS 461, CS 463, ECE 422 or ECE 424.",3,CS,[],Spring,2025,"[{""day"": ""Tuesday"", ""start_time"": ""12:30 PM"", ""end_time"": ""01:45 PM"", ""room"": ""Siebel Center for Comp Sci 1214""}]",50,0
CS565,Human-Computer Interaction,"In-depth coverage of advanced topics in human-computer interaction (HCI). Applied models of human performance and attention, design tools for creative design tasks, interruptions and peripheral displays, gestures, and bimanual input, and usability evaluation techniques. Students complete a research-oriented term project of their choosing. Prerequisite: CS 465.",3,CS,[],Spring,2025,"[{""day"": ""Tuesday"", ""start_time"": ""02:00 PM"", ""end_time"": ""03:15 PM"", ""room"": ""Siebel Center for Comp Sci 222""}]",50,0
CS568,User-Centered Machine Learning,"Introduces guidelines, processes, and systems for designing effective user experiences powered by machine learning models. Topics include design tradeoffs unique to data-driven products and services such as automation versus control, precision versus recall, and personalization versus privacy. Readings from human computer-interaction, product design, cognitive science, machine learning, computer vision, and natural language processing frame in-class design exercises. Students work in teams on a multi-week research project creating or auditing data-driven experiences. 4 graduate hours. No professional credit. Prerequisite: CS 465 or equivalent course work.",3,CS,[],Spring,2025,[],50,0
CS581,Algorithmic Genomic Biology,"Gives each student enough background and training in the area of algorithmic genomic biology so that each will be able to do research in this area, and publish papers. The main focus of the course is phylogeny (evolutionary tree) estimation, multiple sequence alignment, and genome-scale phylogenetics, which are problems that present very interesting challenges from a computational and statistical standpoint. Time permitting, we will also discuss computational problems in microbiome analysis, protein function and structure prediction, genome assembly, and even historical linguistics. Students will learn the mathematical and computational foundations in these areas, read the current literature, and do a team research project. The course is designed for doctoral students in computer science, computer engineering, bioengineering, mathematics, and statistics, and does not depend on any prior background in biology. The technical material will depend on discrete algorithms, graph theory, simulations, and probabilistic analysis of algorithms. 4 graduate hours. No professional credit. Prerequisite: One of CS 374 or ECE 374 and one of CS 361 or STAT 361, or consent of instructor.",3,CS,[],Spring,2025,"[{""day"": ""Tuesday"", ""start_time"": ""11:00 AM"", ""end_time"": ""12:15 PM"", ""room"": ""Siebel Center for Comp Sci 218""}]",50,0
CS584,Embedded System Verification,Same as ECE 584. See ECE 584.,3,CS,[],Spring,2025,"[{""day"": ""Tuesday"", ""start_time"": ""11:00 AM"", ""end_time"": ""12:20 PM"", ""room"": ""Electrical & Computer Eng Bldg 3015""}]",50,0
CS588,Autonomous Vehicle System Engineering,"Will introduce students to the computational principles involved in autonomous vehicles, with practical labwork on an actual vehicle. Sensing topics will include vision, lidar and sonar sensing, including state-of-the-art methods for detection, classification, and segmentation. Bayesian filtering methods will be covered in the context of both SLAM and visual tracking. Planning and control topics will cover vehicle dynamics models, state-lattice planning, sampling-based kinodynamic planning, optimal control and trajectory optimization, and some reinforcement learning. Evaluation will involve ambitious challenge projects implemented on a physical vehicle. 4 graduate hours. No professional credit. Prerequisite: CS 374, ECE 374, ECE 484, or equivalent.",3,CS,[],Spring,2025,"[{""day"": ""Monday"", ""start_time"": ""09:30 AM"", ""end_time"": ""10:45 AM"", ""room"": ""Everitt Laboratory 2233""}, {""day"": ""Wednesday"", ""start_time"": ""09:30 AM"", ""end_time"": ""10:45 AM"", ""room"": ""Everitt Laboratory 2233""}]",50,0
CS591,Advanced Seminar,"Seminar on topics of current interest as announced in the Class Schedule. Approved for S/U grading only. May be repeated in the same or separate terms if topics vary. Prerequisite: As specified for each topic offering, see Class Schedule or departmental course description.",3,CS,[],Spring,2025,[],50,0
CS597,Individual Study,Individual study or reading in a subject not covered in normal course offerings. May be repeated. Prerequisite: Consent of instructor.,3,CS,[],Spring,2025,[],50,0
CS598,Special Topics,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3,CS,[],Spring,2025,"[{""day"": ""Wednesday"", ""start_time"": ""02:00 PM"", ""end_time"": ""03:15 PM"", ""room"": ""Siebel Center for Comp Sci 220""}, {""day"": ""Friday"", ""start_time"": ""02:00 PM"", ""end_time"": ""03:15 PM"", ""room"": ""Siebel Center for Comp Sci 220""}]",50,0
CS599,Thesis Research,Approved for S/U grading only. May be repeated.,3,CS,[],Spring,2025,[],50,0
